SetTemp 	  MeasuredTemp 	 hourDiff 	 minuteDiff 	 Output 
22	22	0	14	22
22	22	0	4	22
22	22	0	29	22
17	22	0	25	22
17	22	0	15	22
20	22	0	0	22
22	22	0	43	22
16	22	9	51	22
16	22	1	16	21
16	21	1	19	20
16	20	1	20	20
16	20	0	24	20
20	20	1	15	20
20	20	0	15	20
20	20	0	10	20
20	20	0	29	20
20	20	5	10	20
20	20	0	15	20
20	20	0	6	20
20	20	0	28	20
20	20	0	54	20
20	20	0	14	20
20	20	0	7	20
20	20	0	37	20
20	20	1	47	20
20	20	0	39	21
20	21	0	13	21
22	21	0	10	22
22	22	0	3	22
22	22	0	30	22
22	22	2	1	22
17	22	0	48	22
17	22	4	33	22
17	22	1	11	21
17	21	0	58	21
20	21	0	18	20
20	20	1	37	20
22	20	0	17	21
22	21	0	5	22
22	22	0	6	22
22	22	0	31	22
22	22	0	18	22
22	22	0	6	22
22	22	0	20	22
22	22	0	18	22
22	22	0	15	22
22	22	0	52	22
22	22	0	16	22
22	22	0	39	22
22	22	0	15	22
22	22	0	49	22
22	22	0	16	22
22	22	0	45	22
22	22	0	12	22
17	22	0	1	22
22	22	0	2	22
22	22	0	42	22
22	22	0	1	22
17	22	0	0	22
20	22	0	2	22
17	22	0	33	21
17	21	0	49	20
17	20	1	1	20
17	20	0	39	20
20	20	1	3	20
22	20	0	13	20
22	20	0	3	21
22	21	0	4	22
22	22	0	4	22
22	22	0	6	22
22	22	0	24	22
22	22	1	34	22
17	22	0	27	22
17	22	0	57	21
17	21	1	14	20
17	20	1	34	20
17	20	1	47	20
17	20	0	29	20
20	20	0	0	20
22	20	0	14	20
22	20	0	5	20
22	20	0	4	21
22	21	0	6	22
22	22	0	5	22
17	22	0	0	22
20	22	0	2	22
20	22	0	19	22
22	22	0	6	22
22	22	0	17	22
22	22	0	30	22
22	22	0	12	22
22	22	0	6	22
22	22	1	3	22
22	22	0	54	22
22	22	0	19	22
22	22	0	27	22
22	22	0	17	22
22	22	0	36	22
22	22	0	13	22
22	22	0	3	22
22	22	0	24	22
22	22	0	11	22
22	22	0	17	22
22	22	0	51	22
22	22	0	15	22
22	22	1	25	22
22	22	0	16	22
22	22	0	35	22
22	22	0	21	22
22	22	0	30	22
22	22	0	22	22
22	22	1	43	22
22	22	0	3	21
22	21	0	13	22
22	22	0	4	22
22	22	0	8	22
22	22	0	6	22
17	22	0	15	22
17	22	0	12	22
20	22	0	0	22
22	22	0	0	22
22	22	0	15	22
22	22	0	19	22
22	22	0	19	22
22	22	0	24	22
22	22	0	15	22
22	22	0	15	22
22	22	0	21	22
22	22	0	57	22
22	22	0	16	22
22	22	0	10	22
22	22	0	21	22
17	22	0	3	22
17	22	0	21	22
17	22	0	38	21
17	21	0	48	20
17	20	0	56	20
17	20	1	9	20
17	20	1	18	19
17	19	1	27	19
20	19	0	1	18
20	18	0	14	19
20	19	0	4	20
20	20	0	8	20
20	20	0	6	20
20	20	0	22	20
20	20	0	18	20
20	20	0	16	20
20	20	0	50	20
20	20	0	16	20
20	20	0	11	20
20	20	0	20	20
20	20	0	22	20
20	20	0	15	20
20	20	0	52	20
20	20	0	15	20
20	20	0	12	20
20	20	0	22	20
20	20	0	34	20
20	20	0	15	20
20	20	0	10	20
20	20	0	28	20
20	20	0	33	20
20	20	0	17	20
20	20	0	8	20
20	20	0	24	20
20	20	0	33	20
20	20	0	15	20
20	20	0	54	20
20	20	0	14	20
20	20	0	8	20
20	20	0	31	20
20	20	2	28	20
22	20	0	15	20
22	20	0	4	21
22	21	0	5	22
22	22	0	5	22
22	22	0	41	22
22	22	0	13	22
22	22	0	12	22
22	22	0	24	22
22	22	0	38	22
22	22	0	14	22
22	22	0	5	22
22	22	0	8	22
17	22	0	18	22
17	22	1	13	22
17	22	2	20	21
17	21	1	5	20
17	20	1	7	20
17	20	1	5	20
17	20	0	32	20
20	20	0	17	20
20	20	0	6	20
20	20	0	31	20
20	20	0	34	20
20	20	0	16	20
20	20	0	8	20
20	20	0	21	20
20	20	0	24	20
20	20	0	14	20
20	20	0	7	20
20	20	0	29	20
20	20	0	29	20
20	20	0	14	20
20	20	0	7	20
20	20	0	25	20
20	20	0	35	20
20	20	0	15	20
20	20	0	6	20
20	20	0	38	20
20	20	1	41	20
20	20	0	16	20
20	20	0	8	20
20	20	0	25	20
20	20	0	20	20
20	20	0	16	20
20	20	0	8	20
20	20	0	28	20
20	20	0	24	20
20	20	0	14	20
20	20	0	8	20
20	20	0	16	20
17	20	0	11	20
17	20	0	18	20
20	20	0	16	20
20	20	0	15	20
20	20	2	54	20
20	20	0	15	20
20	20	0	4	20
20	20	1	22	20
22	20	0	15	21
22	21	0	4	22
22	22	0	5	22
22	22	0	10	22
22	22	0	15	22
17	22	0	3	22
17	22	0	22	22
17	22	1	49	21
17	21	1	43	20
17	20	1	9	20
17	20	1	3	20
17	20	0	27	20
20	20	0	16	20
20	20	0	0	20
22	20	0	1	20
17	20	0	0	20
20	20	0	5	20
20	20	0	38	20
20	20	0	35	20
20	20	0	15	20
20	20	0	4	20
20	20	0	43	20
20	20	2	21	20
22	20	0	19	20
22	20	0	3	21
22	21	0	2	22
22	22	0	4	22
22	22	0	6	22
22	22	0	19	22
22	22	0	4	22
22	22	0	16	22
22	22	0	7	22
22	22	0	24	22
22	22	0	24	22
22	22	0	18	22
22	22	1	20	22
22	22	0	10	22
17	22	0	5	22
17	22	0	46	22
17	22	0	46	21
17	21	0	59	20
17	20	1	13	20
17	20	0	4	20
20	20	0	25	20
17	20	0	11	20
20	20	0	0	20
22	20	0	14	20
22	20	0	9	21
22	21	0	5	22
22	22	0	7	22
22	22	0	40	22
22	22	0	16	22
22	22	0	42	22
22	22	0	16	22
22	22	0	8	22
22	22	0	25	22
22	22	0	17	22
17	22	0	4	22
17	22	0	29	21
17	21	0	44	20
17	20	0	55	20
17	20	0	57	20
17	20	1	16	19
17	19	1	10	18
17	18	1	23	18
17	18	0	20	18
20	18	0	16	18
20	18	0	5	19
20	19	0	5	20
20	20	0	9	20
20	20	0	28	20
20	20	0	21	20
20	20	0	41	20
20	20	0	28	20
20	20	0	48	20
20	20	0	16	20
20	20	0	46	20
20	20	0	16	20
20	20	0	11	20
20	20	0	19	20
20	20	0	25	20
20	20	0	15	20
20	20	0	8	20
20	20	0	29	20
20	20	0	27	20
22	20	0	8	20
17	20	0	0	20
20	20	1	36	20
20	20	0	13	20
20	20	0	4	20
20	20	0	56	20
20	20	3	13	20
20	20	1	20	21
20	21	3	22	21
17	21	0	13	20
17	20	0	53	20
17	20	1	7	20
17	20	1	2	19
17	19	1	11	18
17	18	1	17	18
17	18	1	20	18
17	18	0	19	18
20	18	0	13	18
20	18	0	4	18
20	18	0	7	19
20	19	0	8	20
20	20	0	5	20
20	20	0	27	20
20	20	0	14	20
16	20	0	39	19
16	19	0	28	18
16	18	0	59	18
16	18	2	4	18
16	18	1	45	17
16	17	2	9	16
16	16	3	11	16
16	16	4	4	16
16	16	0	15	16
16	16	0	6	16
16	16	1	0	16
16	16	1	59	16
16	16	0	15	16
16	16	0	6	16
16	16	0	50	16
16	16	1	46	16
16	16	0	16	16
16	16	0	6	16
16	16	0	45	16
16	16	1	30	16
16	16	0	15	16
16	16	0	7	16
16	16	0	44	16
16	16	1	44	16
16	16	0	16	16
16	16	0	5	16
16	16	1	53	16
16	16	3	13	16
16	16	0	16	16
16	16	0	5	16
16	16	0	48	16
16	16	0	46	16
20	16	0	18	16
20	16	0	7	17
20	17	0	6	18
20	18	0	8	18
20	18	0	9	18
20	18	0	12	19
20	19	0	12	20
20	20	0	17	20
20	20	0	18	20
22	20	0	2	20
22	20	0	21	20
22	20	0	14	20
22	20	0	14	21
22	21	0	8	22
22	22	0	8	22
22	22	0	8	22
17	22	0	0	22
17	22	0	11	22
17	22	0	7	22
17	22	0	6	21
17	21	0	10	20
17	20	0	13	20
17	20	0	24	20
17	20	0	39	19
17	19	0	48	18
17	18	0	56	18
17	18	1	7	18
17	18	1	19	17
17	17	1	18	17
20	17	0	0	17
22	17	0	20	18
22	18	0	3	18
22	18	0	10	18
22	18	0	11	19
22	19	0	6	19
20	19	0	7	20
20	20	0	9	20
20	20	0	27	20
20	20	0	3	19
20	19	0	14	20
20	20	0	6	20
20	20	0	30	20
20	20	0	18	20
20	20	0	26	20
20	20	0	6	19
20	19	0	10	20
20	20	0	14	20
20	20	0	4	20
20	20	0	6	20
20	20	0	28	20
20	20	0	17	20
20	20	0	26	20
20	20	0	16	20
20	20	0	38	20
20	20	0	2	20
20	20	0	14	20
20	20	0	14	20
20	20	0	8	20
20	20	0	21	20
20	20	0	17	20
20	20	0	18	20
20	20	0	46	20
20	20	0	16	20
20	20	0	12	20
20	20	0	18	20
20	20	0	21	20
20	20	0	16	20
20	20	0	8	20
20	20	0	18	20
20	20	0	19	20
20	20	0	16	20
20	20	0	39	20
20	20	0	18	20
20	20	0	55	20
20	20	0	13	20
20	20	0	6	20
20	20	0	37	20
20	20	0	49	20
20	20	0	15	20
20	20	0	5	20
20	20	0	45	20
20	20	0	24	20
22	20	0	18	20
22	20	0	4	21
22	21	0	14	22
22	22	0	8	22
22	22	0	39	22
22	22	0	24	22
22	22	0	25	22
17	22	0	16	22
17	22	0	18	21
17	21	0	31	20
17	20	0	40	20
17	20	0	54	20
17	20	1	4	19
17	19	1	12	18
17	18	1	25	18
17	18	0	33	18
20	18	0	16	18
20	18	0	5	19
20	19	0	4	20
20	20	0	6	20
20	20	0	34	20
20	20	0	18	20
20	20	0	40	20
20	20	0	15	20
20	20	0	38	20
17	20	0	45	20
17	20	0	49	19
17	19	0	1	18
17	18	1	20	18
20	18	0	0	18
22	18	0	14	19
22	19	0	4	20
22	20	0	5	20
22	20	0	9	20
22	20	0	16	21
22	21	0	7	21
17	21	0	0	21
20	21	0	1	22
20	22	0	2	22
16	22	0	1	22
16	22	0	17	22
16	22	0	10	21
16	21	0	12	20
16	20	0	22	20
16	20	0	39	20
16	20	0	59	19
16	19	1	21	18
16	18	0	26	18
20	18	0	15	19
20	19	0	4	20
20	20	0	5	20
20	20	0	44	20
20	20	0	15	20
20	20	0	52	20
20	20	0	15	20
20	20	0	9	20
20	20	0	37	20
22	20	0	27	21
22	21	0	6	22
22	22	0	9	22
22	22	0	25	22
22	22	0	20	22
22	22	0	30	22
22	22	0	19	22
22	22	0	20	22
17	22	0	14	22
17	22	0	19	21
17	21	0	34	20
17	20	0	51	20
17	20	1	2	20
17	20	1	13	19
17	19	1	30	18
17	18	1	9	18
20	18	0	18	19
20	19	0	6	20
20	20	0	2	20
22	20	0	0	20
17	20	0	0	20
20	20	0	4	20
20	20	0	7	20
20	20	0	21	20
20	20	0	12	20
20	20	0	15	20
20	20	0	50	20
20	20	0	14	20
20	20	0	11	20
20	20	0	25	20
20	20	1	11	20
20	20	0	13	20
20	20	0	2	20
20	20	6	27	21
20	21	4	30	21
22	21	0	13	22
22	22	0	3	22
22	22	0	4	22
22	22	0	35	22
22	22	0	29	22
17	22	0	7	22
17	22	0	43	21
17	21	1	9	20
17	20	1	19	20
17	20	1	17	20
17	20	1	28	19
17	19	1	5	19
20	19	0	17	20
20	20	0	5	20
20	20	0	9	20
20	20	0	20	20
20	20	0	14	20
20	20	0	14	20
20	20	0	7	20
20	20	0	26	20
20	20	0	36	20
20	20	0	16	20
20	20	0	4	20
20	20	0	22	20
20	20	0	18	20
20	20	0	15	20
20	20	0	10	20
20	20	0	27	20
20	20	0	41	20
20	20	0	15	20
20	20	0	7	20
20	20	0	44	20
20	20	1	44	20
20	20	0	14	20
20	20	0	5	20
20	20	0	55	20
20	20	0	30	20
20	20	0	17	20
20	20	0	18	20
20	20	0	19	20
20	20	3	5	20
22	20	0	8	20
22	20	0	5	21
22	21	0	3	22
22	22	0	5	22
22	22	0	4	22
17	22	0	2	22
17	22	0	30	22
17	22	0	49	22
17	22	5	46	21
17	21	1	32	20
17	20	1	22	20
20	20	0	9	20
20	20	1	41	20
20	20	0	14	20
20	20	0	5	20
20	20	0	16	20
17	20	0	25	20
17	20	0	54	20
17	20	1	52	20
20	20	0	18	20
20	20	0	6	20
20	20	0	55	20
20	20	4	23	20
22	20	0	6	20
22	20	0	5	20
17	20	0	0	20
20	20	0	2	21
20	21	0	8	22
20	22	1	48	22
20	22	0	28	22
22	22	3	9	22
17	22	1	31	22
17	22	1	31	21
17	21	1	43	20
17	20	1	46	20
17	20	1	40	20
20	20	1	28	20
20	20	0	15	20
20	20	0	13	20
20	20	0	40	20
20	20	1	14	20
20	20	0	11	20
20	20	0	3	20
20	20	0	17	21
20	21	0	48	20
20	20	0	29	20
17	20	0	27	20
17	20	2	0	20
17	20	2	12	20
20	20	0	18	20
20	20	0	6	20
20	20	0	25	20
22	20	0	0	20
17	20	0	0	20
20	20	4	58	20
17	20	0	30	21
17	21	4	52	20
17	20	0	1	20
17	20	1	39	20
17	20	0	54	20
20	20	0	16	20
20	20	0	7	20
20	20	0	29	20
20	20	0	50	20
20	20	0	14	20
20	20	0	6	20
20	20	0	37	20
20	20	0	48	20
20	20	0	14	20
20	20	0	11	20
20	20	3	15	20
17	20	1	46	20
17	20	1	19	20
17	20	1	59	19
17	19	0	8	19
20	19	0	13	20
20	20	0	3	20
20	20	1	12	20
20	20	0	13	20
20	20	0	15	20
20	20	0	36	20
20	20	0	53	20
17	20	0	20	20
17	20	1	16	19
17	19	1	39	18
17	18	1	52	18
17	18	1	54	18
20	18	0	1	18
20	18	0	14	18
20	18	0	4	18
20	18	0	7	19
20	19	0	5	20
20	20	0	9	20
20	20	0	29	20
20	20	0	18	20
20	20	0	25	20
20	20	0	21	20
20	20	0	48	20
20	20	0	19	20
20	20	0	46	20
20	20	0	16	20
20	20	0	5	20
20	20	0	36	20
20	20	0	48	20
20	20	0	15	20
20	20	0	53	20
20	20	0	16	20
20	20	0	6	20
20	20	0	31	20
20	20	0	44	20
20	20	0	16	20
20	20	0	8	20
20	20	0	27	20
20	20	0	34	20
20	20	0	15	20
20	20	0	6	20
20	20	0	30	20
20	20	1	30	20
22	20	0	19	20
22	20	0	8	21
22	21	0	6	21
17	21	0	0	22
17	22	0	3	22
17	22	0	1	22
20	22	0	0	22
22	22	0	0	22
17	22	0	0	22
20	22	0	14	22
20	22	0	12	21
20	21	0	23	20
20	20	0	57	20
20	20	2	38	20
20	20	0	15	20
20	20	0	6	20
17	20	0	1	20
17	20	0	26	20
17	20	0	30	20
17	20	1	2	19
17	19	1	30	18
17	18	1	42	18
17	18	1	5	18
20	18	0	17	18
20	18	0	5	19
20	19	0	7	20
20	20	0	7	20
20	20	0	32	20
20	20	0	17	20
20	20	0	32	20
20	20	0	21	20
20	20	0	33	20
20	20	0	15	20
20	20	0	12	20
20	20	0	18	20
20	20	0	20	20
20	20	0	14	20
20	20	0	49	20
20	20	0	15	20
20	20	0	9	20
20	20	0	27	20
20	20	0	56	20
20	20	0	15	20
20	20	0	5	20
20	20	3	23	20
20	20	1	40	20
20	20	0	13	20
20	20	0	6	20
20	20	1	5	20
20	20	1	21	20
20	20	0	15	20
20	20	0	5	20
20	20	0	36	20
22	20	0	18	21
22	21	0	7	22
22	22	0	6	22
22	22	0	30	22
22	22	0	19	22
22	22	0	32	22
17	22	0	2	22
17	22	0	46	21
17	21	0	42	20
17	20	0	1	20
17	20	0	52	20
17	20	0	59	19
17	19	1	2	18
17	18	1	27	18
17	18	0	27	18
20	18	0	17	18
20	18	0	5	19
20	19	0	5	20
20	20	0	7	20
20	20	0	30	20
20	20	0	16	20
20	20	0	32	20
20	20	0	17	20
20	20	0	52	20
20	20	0	15	20
20	20	0	51	20
20	20	0	16	20
20	20	0	14	20
20	20	0	18	20
20	20	0	16	20
20	20	0	15	20
20	20	0	7	20
20	20	0	27	20
20	20	0	49	20
20	20	0	15	20
20	20	0	13	20
20	20	0	15	20
20	20	0	50	20
20	20	0	14	20
20	20	0	5	20
20	20	1	11	20
20	20	0	44	20
20	20	0	14	20
20	20	0	4	20
20	20	0	38	20
20	20	1	16	20
20	20	0	15	20
20	20	0	6	20
20	20	0	37	20
20	20	0	45	20
20	20	0	15	20
20	20	0	9	20
20	20	0	40	20
20	20	0	48	20
22	20	0	3	20
22	20	0	14	20
22	20	0	5	20
22	20	0	7	21
22	21	0	6	22
22	22	0	8	22
22	22	0	26	22
22	22	0	8	22
17	22	0	0	21
17	21	0	37	20
17	20	0	28	20
17	20	0	42	20
17	20	0	54	19
17	19	1	14	18
17	18	1	11	18
17	18	1	14	18
20	18	0	19	18
20	18	0	5	19
20	19	0	7	20
20	20	0	8	20
20	20	0	29	20
20	20	0	26	20
20	20	0	40	20
20	20	0	17	20
20	20	0	40	20
20	20	0	16	20
20	20	0	45	20
20	20	0	15	20
20	20	0	13	20
20	20	0	14	20
20	20	0	18	20
20	20	0	15	20
20	20	0	53	20
20	20	0	15	20
20	20	0	39	20
20	20	0	9	20
22	20	0	0	20
17	20	0	2	20
16	20	0	10	20
16	20	0	24	20
16	20	0	44	19
16	19	1	6	18
16	18	1	28	18
16	18	1	36	18
16	18	1	58	17
16	17	2	39	16
16	16	3	15	16
16	16	3	42	16
16	16	0	15	16
16	16	0	8	16
16	16	0	45	16
16	16	2	5	16
16	16	0	16	16
16	16	0	7	16
16	16	0	46	16
16	16	2	2	16
16	16	0	15	16
16	16	0	10	16
16	16	0	44	16
16	16	2	15	16
16	16	0	15	16
16	16	0	6	16
16	16	0	45	16
16	16	2	6	16
16	16	0	15	16
16	16	0	7	16
16	16	0	45	16
16	16	2	14	16
16	16	0	16	16
16	16	0	6	16
16	16	0	45	16
16	16	1	51	16
16	16	0	20	16
16	16	3	5	16
16	16	0	15	16
16	16	0	8	16
16	16	0	39	16
16	16	1	36	16
16	16	0	16	16
16	16	0	6	16
16	16	0	40	16
16	16	1	45	16
16	16	0	35	16
16	16	2	33	16
16	16	3	7	16
16	16	0	16	16
16	16	0	5	16
16	16	0	42	16
16	16	1	36	16
16	16	0	15	16
16	16	0	8	16
16	16	0	39	16
16	16	1	34	16
16	16	0	16	16
16	16	0	6	16
16	16	0	40	16
16	16	1	25	16
16	16	0	16	16
16	16	0	7	16
16	16	0	36	16
16	16	1	16	16
16	16	0	15	16
16	16	0	9	16
16	16	0	32	16
16	16	1	9	16
16	16	0	15	16
16	16	0	7	16
16	16	0	33	16
16	16	1	4	16
16	16	0	15	16
16	16	0	7	16
16	16	0	32	16
16	16	1	0	16
16	16	0	16	16
16	16	0	10	16
16	16	0	29	16
16	16	1	26	16
16	16	0	15	16
16	16	0	8	16
16	16	0	59	16
16	16	4	1	16
16	16	0	17	16
16	16	0	7	16
16	16	0	36	16
16	16	0	18	16
20	16	0	18	16
20	16	0	5	17
20	17	0	7	18
20	18	0	4	18
20	18	0	17	18
20	18	0	23	19
20	19	0	4	20
20	20	0	9	20
20	20	0	31	20
20	20	0	15	20
20	20	0	33	20
20	20	0	17	20
20	20	0	7	20
20	20	0	4	20
20	20	0	30	20
20	20	0	14	20
20	20	0	42	20
17	20	0	2	20
17	20	0	24	19
17	19	0	38	18
17	18	0	50	18
17	18	1	3	18
17	18	1	16	17
17	17	1	36	16
17	16	0	21	17
17	17	0	14	17
20	17	0	1	18
20	18	0	15	18
20	18	0	8	18
20	18	0	9	19
20	19	0	11	20
20	20	0	1	20
20	20	0	23	20
20	20	0	24	20
20	20	0	49	20
20	20	0	15	20
20	20	0	5	20
20	20	0	14	21
20	21	0	15	20
20	20	0	18	20
20	20	0	8	20
20	20	0	13	20
20	20	1	29	20
20	20	0	15	20
20	20	0	5	20
20	20	0	37	20
20	20	0	37	20
20	20	0	13	20
20	20	0	4	20
20	20	1	47	20
20	20	3	52	20
20	20	1	37	21
20	21	3	6	21
17	21	6	4	20
17	20	1	22	20
17	20	0	11	20
20	20	1	6	20
20	20	0	14	20
20	20	0	7	20
20	20	0	34	20
20	20	0	26	20
20	20	0	16	20
20	20	0	7	20
20	20	0	34	20
20	20	0	40	20
20	20	0	19	20
20	20	0	37	20
22	20	0	14	20
22	20	0	6	21
22	21	0	6	22
22	22	0	8	22
22	22	0	29	22
22	22	0	21	22
22	22	0	36	22
22	22	0	14	22
22	22	0	39	22
22	22	0	16	22
22	22	0	11	22
22	22	0	27	22
22	22	0	28	22
22	22	0	19	22
22	22	0	5	22
22	22	0	25	22
22	22	0	47	22
22	22	0	16	22
22	22	0	11	22
22	22	0	20	22
22	22	0	26	22
22	22	0	13	22
22	22	0	7	22
22	22	0	40	22
22	22	0	58	22
22	22	0	15	22
22	22	0	8	22
22	22	0	31	22
22	22	0	33	22
22	22	0	15	22
22	22	0	7	22
22	22	0	21	22
17	22	0	4	22
17	22	0	17	22
17	22	1	21	21
17	21	0	2	20
17	20	1	0	20
17	20	1	10	20
17	20	1	17	19
17	19	1	23	18
17	18	1	14	18
20	18	0	19	19
20	19	0	6	20
20	20	0	7	20
20	20	0	40	20
20	20	0	17	20
20	20	0	54	20
20	20	0	22	20
20	20	0	58	20
20	20	0	14	20
20	20	1	3	20
20	20	0	15	20
20	20	0	8	20
20	20	0	40	20
20	20	3	1	20
20	20	0	15	20
20	20	2	53	20
22	20	0	14	20
22	20	0	2	21
22	21	0	5	22
22	22	0	4	22
22	22	0	9	22
22	22	0	16	22
22	22	0	26	22
22	22	0	12	22
22	22	0	5	22
22	22	0	33	22
22	22	0	19	22
22	22	0	13	22
22	22	0	12	22
22	22	0	26	22
22	22	1	12	22
22	22	0	13	22
22	22	0	33	22
17	22	4	1	22
17	22	1	51	21
17	21	0	42	21
20	21	0	29	21
22	21	0	16	22
22	22	0	4	22
22	22	0	6	22
22	22	0	23	22
22	22	0	25	22
22	22	0	13	22
22	22	0	5	22
22	22	0	29	22
22	22	0	24	22
22	22	0	11	22
22	22	0	3	22
22	22	1	22	22
22	22	2	1	22
22	22	0	17	22
22	22	0	0	22
17	22	0	4	22
17	22	0	48	22
17	22	0	50	22
17	22	0	35	21
17	21	0	59	20
17	20	0	8	20
20	20	4	22	20
22	20	0	17	21
22	21	0	5	22
22	22	0	2	22
17	22	0	0	22
20	22	0	4	22
20	22	0	31	22
20	22	0	37	21
20	21	0	18	21
17	21	0	24	20
17	20	1	8	20
17	20	1	29	20
17	20	1	36	19
17	19	1	54	18
17	18	1	1	18
20	18	0	16	19
20	19	0	5	20
20	20	0	6	20
20	20	0	13	20
20	20	0	17	20
20	20	0	13	20
20	20	0	15	20
20	20	0	52	20
20	20	0	15	20
20	20	0	7	20
20	20	0	29	20
20	20	0	31	20
20	20	0	14	20
20	20	0	11	20
20	20	0	28	20
20	20	0	25	20
17	20	0	15	20
17	20	1	32	19
17	19	4	4	20
17	20	1	1	20
17	20	0	21	20
20	20	0	1	20
17	20	1	21	20
20	20	0	19	20
20	20	1	8	21
20	21	2	37	21
17	21	6	20	20
17	20	1	19	20
20	20	0	0	20
20	20	1	3	20
22	20	0	17	20
22	20	0	5	21
22	21	0	6	22
22	22	0	8	22
22	22	0	28	22
22	22	0	20	22
22	22	0	38	22
22	22	0	17	22
22	22	0	54	22
22	22	0	19	22
22	22	0	22	22
22	22	0	17	22
22	22	1	13	22
22	22	0	15	22
22	22	0	1	22
17	22	0	0	22
20	22	0	4	22
20	22	0	33	22
20	22	0	15	22
20	22	0	49	21
20	21	0	31	20
20	20	2	19	20
22	20	0	15	21
22	21	0	4	22
22	22	0	5	22
22	22	0	8	22
22	22	0	22	22
22	22	2	57	22
22	22	1	4	23
22	23	0	1	23
17	23	2	48	22
17	22	1	25	22
17	22	1	42	22
17	22	1	55	22
20	22	0	6	21
20	21	1	37	20
20	20	4	15	20
20	20	3	45	20
20	20	0	16	20
20	20	0	7	20
20	20	0	40	20
20	20	0	55	20
22	20	0	0	20
17	20	0	0	20
20	20	0	0	20
22	20	0	17	20
22	20	0	4	21
22	21	0	6	22
22	22	0	7	22
22	22	0	30	22
22	22	0	15	22
22	22	0	12	22
22	22	0	44	22
22	22	0	20	22
22	22	0	15	22
22	22	0	4	22
22	22	0	41	22
22	22	0	22	22
17	22	0	13	22
17	22	0	53	21
17	21	1	11	20
17	20	1	22	20
17	20	1	34	20
17	20	0	51	20
20	20	0	0	20
22	20	0	16	20
22	20	0	6	20
22	20	0	2	20
17	20	0	0	20
20	20	0	4	21
20	21	0	29	20
20	20	0	22	20
20	20	1	14	20
20	20	0	40	20
20	20	0	35	20
20	20	6	12	21
20	21	0	43	22
20	22	1	34	22
17	22	0	0	22
16	22	4	14	22
20	22	0	0	22
22	22	0	16	22
22	22	0	4	22
22	22	0	59	22
17	22	3	46	22
17	22	1	41	22
17	22	1	24	21
17	21	0	22	21
20	21	0	54	20
20	20	0	18	20
17	20	0	0	20
16	20	1	37	20
16	20	1	26	20
16	20	1	52	19
16	19	2	25	18
16	18	0	32	18
20	18	0	0	18
22	18	0	14	19
22	19	0	5	20
22	20	0	5	20
22	20	0	5	20
22	20	0	6	21
22	21	0	8	22
22	22	0	10	22
22	22	0	24	22
22	22	0	20	22
22	22	0	28	22
22	22	0	17	22
22	22	0	41	22
22	22	0	15	22
22	22	0	47	22
22	22	0	15	22
22	22	0	57	22
22	22	0	15	22
22	22	0	5	22
22	22	0	29	22
22	22	0	32	22
22	22	0	15	22
22	22	0	9	22
22	22	0	27	22
22	22	0	23	22
17	22	0	3	22
17	22	0	22	21
17	21	0	43	20
17	20	0	54	20
17	20	1	6	20
17	20	1	14	19
17	19	1	29	18
17	18	1	13	18
20	18	0	19	19
20	19	0	6	20
20	20	0	8	20
20	20	0	32	20
20	20	0	14	20
20	20	0	48	20
20	20	0	14	20
20	20	0	46	20
20	20	0	14	20
20	20	0	11	20
20	20	0	20	20
20	20	0	29	20
20	20	0	14	20
20	20	1	7	20
20	20	0	16	20
20	20	0	9	20
20	20	0	36	20
20	20	0	57	20
20	20	0	15	20
20	20	0	7	20
20	20	0	25	20
22	20	0	7	20
22	20	0	8	20
22	20	0	6	21
22	21	0	6	22
22	22	0	8	22
22	22	0	29	22
22	22	0	16	22
22	22	0	48	22
22	22	0	23	22
22	22	0	5	22
17	22	0	27	22
17	22	0	17	21
17	21	0	31	20
17	20	0	51	20
17	20	1	6	20
17	20	1	18	19
17	19	1	32	18
17	18	1	57	18
17	18	2	3	18
17	18	2	8	17
17	17	0	47	17
20	17	0	16	18
20	18	0	4	18
20	18	0	6	18
20	18	0	7	19
20	19	0	7	20
20	20	0	9	20
20	20	0	25	20
20	20	0	21	20
20	20	0	30	20
20	20	0	18	20
20	20	0	39	20
20	20	0	13	20
20	20	0	5	20
20	20	0	22	20
20	20	0	51	20
20	20	0	19	20
20	20	0	50	20
20	20	0	14	20
20	20	0	44	20
17	20	0	39	20
17	20	1	36	19
17	19	1	53	18
17	18	0	10	18
20	18	0	13	19
20	19	0	5	20
20	20	0	4	20
20	20	0	55	20
20	20	0	16	20
20	20	0	17	20
20	20	0	22	20
17	20	0	2	20
17	20	0	1	20
16	20	0	11	20
20	20	0	0	20
22	20	0	17	20
22	20	0	6	21
22	21	0	13	22
22	22	0	3	22
22	22	0	29	22
22	22	0	20	22
22	22	0	34	22
22	22	0	17	22
22	22	0	55	22
17	22	0	12	22
17	22	0	38	21
17	21	0	52	20
17	20	0	57	20
17	20	0	2	20
17	20	1	16	19
17	19	1	30	18
17	18	1	46	18
17	18	0	9	18
20	18	0	15	18
20	18	0	5	19
20	19	0	5	20
20	20	0	6	20
20	20	0	31	20
20	20	0	16	20
20	20	0	41	20
20	20	0	15	20
20	20	0	49	20
20	20	0	16	20
20	20	0	56	20
20	20	0	15	20
20	20	0	10	20
20	20	0	22	20
20	20	0	40	20
20	20	0	15	20
20	20	0	14	20
20	20	0	23	20
20	20	2	34	20
20	20	0	12	20
20	20	0	3	20
20	20	3	38	21
20	21	4	14	21
17	21	4	3	22
17	22	3	57	22
